t_sec,q,w,o,p
35.76667,0,1,0,1
35.78333,0,1,0,1
35.80000,0,1,0,1
35.81667,0,1,0,1
35.83333,0,1,0,1
35.85000,0,1,0,0
35.86667,0,1,0,0
35.88333,0,1,0,0
35.90000,0,1,0,0
35.91667,0,1,0,0
35.93333,0,1,0,0
35.95000,0,1,0,0
35.96667,0,1,0,0
35.98333,0,1,0,0
36.00000,0,1,0,0
36.01667,0,1,0,0
36.03333,0,1,0,0
36.05000,1,1,0,0
36.06667,1,1,0,0
36.08333,1,1,0,1
36.10000,1,1,0,1
36.11667,1,1,0,1
36.13333,1,1,0,1
36.15000,1,0,0,1
36.16667,1,0,0,1
36.18333,1,0,0,0
36.20000,1,0,0,0
36.21667,1,0,0,0
36.23333,1,0,0,0
36.25000,0,0,0,0
36.26667,0,0,0,0
36.28333,0,0,0,0
36.30000,0,0,0,0
36.31667,0,0,0,0
36.33333,0,0,0,0
36.35000,0,0,0,0
36.36667,0,0,0,0
36.38333,0,0,0,0
36.40000,0,0,0,0
36.41667,1,0,0,0
36.43333,1,0,0,0
36.45000,1,0,0,0
36.46667,1,0,0,0
36.48333,1,0,0,0
36.50000,1,0,0,0
36.51667,1,0,0,0
36.53333,1,0,0,0
36.55000,1,0,0,0
36.56667,1,0,0,0
36.58333,1,0,1,0
36.60000,1,0,1,0
36.61667,1,0,1,0
36.63333,1,0,1,0
36.65000,1,0,1,0
36.66667,1,0,1,0
36.68333,1,0,1,0
36.70000,1,0,1,0
36.71667,1,0,1,0
36.73333,1,0,1,0
36.75000,1,0,1,0
36.76667,1,0,1,0
36.78333,1,0,1,0
36.80000,1,0,1,0
36.81667,1,0,1,0
36.83333,1,0,1,0
36.85000,1,0,0,0
36.86667,1,0,0,0
36.88333,1,0,0,0
36.90000,1,0,0,0
36.91667,1,0,0,0
36.93333,1,0,0,0
36.95000,1,0,0,0
36.96667,1,0,0,0
36.98333,1,0,0,1
37.00000,1,0,0,1
37.01667,1,0,0,1
37.03333,1,0,0,1
37.05000,1,1,0,0
37.06667,1,1,0,0
37.08333,1,1,0,0
37.10000,1,1,0,0
37.11667,0,1,0,0
37.13333,0,1,0,0
37.15000,0,1,0,0
37.16667,0,1,0,0
37.18333,0,1,0,0
37.20000,0,1,0,0
37.21667,0,1,0,0
37.23333,0,1,0,0
37.25000,0,1,0,0
37.26667,0,1,0,0
37.28333,0,1,0,0
37.30000,0,1,0,0
37.31667,0,0,0,0
37.33333,0,0,0,0
37.35000,0,0,0,0
37.36667,0,0,0,0
37.38333,0,0,0,0
37.40000,0,0,0,0
37.41667,0,0,0,0
37.43333,0,0,0,0
37.45000,0,0,0,0
37.46667,0,0,0,0
37.48333,0,0,0,0
37.50000,0,0,0,0
37.51667,0,1,0,0
37.53333,0,1,0,0
37.55000,0,1,0,0
37.56667,0,1,0,0
37.58333,0,1,0,0
37.60000,0,1,0,0
37.61667,0,1,0,0
37.63333,0,1,0,0
37.65000,0,1,0,1
37.66667,0,1,0,1
37.68333,0,1,0,1
37.70000,0,1,0,1
37.71667,0,1,0,1
37.73333,0,1,0,1
37.75000,0,1,0,1
37.76667,0,1,0,1
37.78333,0,1,0,1
37.80000,0,1,0,1
37.81667,0,1,0,1
37.83333,0,1,0,1
37.85000,0,1,0,1
37.86667,0,1,0,1
37.88333,0,1,0,1
37.90000,0,1,0,1
37.91667,0,1,0,1
37.93333,0,1,0,1
37.95000,0,1,0,1
37.96667,0,1,0,1
37.98333,0,1,0,1
38.00000,0,1,0,1
38.01667,0,1,0,0
38.03333,0,1,0,0
38.05000,0,1,0,0
38.06667,0,1,0,0
38.08333,0,1,0,0
38.10000,0,1,0,0
38.11667,0,1,0,0
38.13333,0,1,0,0
38.15000,0,1,0,0
38.16667,0,1,0,0
38.18333,0,1,1,0
38.20000,0,1,1,0
38.21667,0,1,1,0
38.23333,0,1,1,0
38.25000,0,1,1,0
38.26667,0,1,1,0
38.28333,0,1,1,0
38.30000,0,1,1,0
38.31667,1,1,0,0
38.33333,1,1,0,0
38.35000,1,0,0,1
38.36667,1,0,0,1
38.38333,1,0,0,1
38.40000,1,0,0,1
38.41667,1,0,0,1
38.43333,1,0,0,1
38.45000,0,0,0,0
38.46667,0,0,0,0
38.48333,0,0,0,0
38.50000,0,0,0,0
38.51667,0,0,0,0
38.53333,0,0,0,0
38.55000,0,0,0,0
38.56667,0,0,0,0
38.58333,0,0,0,0
38.60000,0,0,0,0
38.61667,0,0,0,0
38.63333,0,0,0,0
38.65000,1,0,0,0
38.66667,1,0,0,0
38.68333,1,0,0,0
38.70000,1,0,0,0
38.71667,1,0,0,0
38.73333,1,0,0,0
38.75000,1,0,0,0
38.76667,1,0,0,0
38.78333,1,0,1,0
38.80000,1,0,1,0
38.81667,1,0,1,0
38.83333,1,0,1,0
38.85000,1,0,1,0
38.86667,1,0,1,0
38.88333,1,0,1,0
38.90000,1,0,1,0
38.91667,1,0,1,0
38.93333,1,0,1,0
38.95000,1,0,1,0
38.96667,1,0,1,0
38.98333,1,0,1,0
39.00000,1,0,1,0
39.01667,1,0,1,0
39.03333,1,0,1,0
39.05000,1,0,1,0
39.06667,1,0,1,0
39.08333,1,0,1,0
39.10000,1,0,1,0
39.11667,1,0,0,0
39.13333,1,0,0,0
39.15000,1,0,0,0
39.16667,1,0,0,0
39.18333,1,0,0,0
39.20000,1,0,0,0
39.21667,1,0,0,1
39.23333,1,0,0,1
39.25000,1,0,0,1
39.26667,1,0,0,1
39.28333,1,0,0,0
39.30000,1,0,0,0
39.31667,1,1,0,0
39.33333,1,1,0,0
39.35000,0,1,0,0
39.36667,0,1,0,0
39.38333,0,1,0,0
39.40000,0,1,0,0
39.41667,0,1,0,0
39.43333,0,1,0,0
39.45000,0,1,0,0
39.46667,0,1,0,0
39.48333,0,1,0,0
39.50000,0,1,0,0
39.51667,0,1,0,0
39.53333,0,1,0,0
39.55000,0,1,0,0
39.56667,0,1,0,0
39.58333,0,1,1,0
39.60000,0,1,1,0
39.61667,0,1,1,0
39.63333,0,1,1,0
39.65000,0,1,1,0
39.66667,0,1,1,0
39.68333,0,1,0,0
39.70000,0,1,0,0
39.71667,0,1,0,0
39.73333,0,1,0,0
39.75000,0,1,0,0
39.76667,0,1,0,1
39.78333,0,1,0,1
39.80000,0,1,0,1
39.81667,0,1,0,1
39.83333,0,1,0,1
39.85000,0,1,0,1
39.86667,0,1,0,1
39.88333,0,1,0,1
39.90000,0,1,0,1
39.91667,0,1,0,1
39.93333,0,1,0,1
39.95000,0,1,0,1
39.96667,0,1,0,1
39.98333,0,1,0,1
40.00000,0,1,0,1
40.01667,0,1,0,1
40.03333,0,1,0,1
40.05000,0,1,0,1
40.06667,0,1,0,1
40.08333,0,1,0,1
40.10000,0,1,0,1
40.11667,0,1,0,1
40.13333,0,1,0,0
40.15000,0,1,0,0
40.16667,0,1,0,0
40.18333,0,1,0,0
40.20000,0,1,0,0
40.21667,0,1,0,0
40.23333,0,1,0,0
40.25000,0,1,0,0
40.26667,0,1,0,0
40.28333,0,1,0,0
40.30000,0,1,0,0
40.31667,0,1,0,0
40.33333,0,1,0,0
40.35000,0,1,0,0
40.36667,1,1,0,0
40.38333,1,0,0,1
40.40000,1,0,0,1
40.41667,1,0,0,1
40.43333,1,0,0,1
40.45000,1,0,0,1
40.46667,0,0,0,0
40.48333,0,0,0,0
40.50000,0,0,0,0
40.51667,0,0,0,0
40.53333,0,0,0,0
40.55000,0,0,0,0
40.56667,0,0,0,0
40.58333,0,0,0,0
40.60000,0,0,0,0
40.61667,0,0,0,0
40.63333,0,0,0,0
40.65000,0,0,0,0
40.66667,0,0,0,0
40.68333,0,0,0,0
40.70000,0,0,0,0
40.71667,1,0,0,0
40.73333,1,0,0,0
40.75000,1,0,0,0
40.76667,1,0,0,0
40.78333,1,0,0,0
40.80000,1,0,0,0
40.81667,1,0,0,0
40.83333,1,0,0,0
40.85000,1,0,0,0
40.86667,1,0,0,0
40.88333,1,0,0,0
40.90000,1,0,0,0
40.91667,1,0,0,0
40.93333,1,0,0,0
40.95000,1,0,0,0
40.96667,1,0,1,0
40.98333,1,0,1,0
41.00000,1,0,1,0
41.01667,1,0,1,0
41.03333,1,0,1,0
41.05000,1,0,1,0
41.06667,1,0,1,0
41.08333,1,0,1,0
41.10000,1,0,1,0
41.11667,1,0,1,0
41.13333,1,0,1,0
41.15000,1,0,1,0
41.16667,1,0,1,0
41.18333,1,0,1,0
41.20000,1,0,0,0
41.21667,1,0,0,0
41.23333,1,0,0,0
41.25000,1,0,0,1
41.26667,1,0,0,1
41.28333,1,0,0,1
41.30000,1,0,0,1
41.31667,1,0,0,1
41.33333,1,0,0,0
41.35000,1,0,0,0
41.36667,1,0,0,0
41.38333,1,1,0,0
41.40000,1,1,0,0
41.41667,0,1,0,0
41.43333,0,1,0,0
41.45000,0,1,0,0
41.46667,0,1,0,0
41.48333,0,1,0,0
41.50000,0,1,0,0
41.51667,0,1,0,0
41.53333,0,1,0,0
41.55000,0,1,0,0
41.56667,0,1,0,0
41.58333,0,1,0,0
41.60000,0,1,0,0
41.61667,0,1,0,0
41.63333,0,1,0,0
41.65000,0,1,0,0
41.66667,0,1,1,0
41.68333,0,1,1,0
41.70000,0,1,1,0
41.71667,0,1,1,0
41.73333,0,1,1,0
41.75000,0,1,1,0
41.76667,0,1,1,0
41.78333,0,1,1,0
41.80000,0,0,0,0
41.81667,0,0,0,0
41.83333,0,0,0,0
41.85000,0,0,0,0
41.86667,0,0,0,0
41.88333,0,1,0,0
41.90000,0,1,0,0
41.91667,0,1,0,0
41.93333,0,1,0,0
41.95000,0,1,0,0
41.96667,0,1,0,0
41.98333,0,1,0,0
42.00000,0,1,0,0
42.01667,0,1,0,0
42.03333,0,1,0,0
42.05000,0,1,0,0
42.06667,0,1,0,0
42.08333,0,1,0,1
42.10000,0,1,0,1
42.11667,0,1,0,1
42.13333,0,1,0,1
42.15000,0,1,0,1
42.16667,0,1,0,1
42.18333,0,1,0,1
42.20000,0,1,0,1
42.21667,0,1,0,1
42.23333,0,1,0,1
42.25000,0,1,0,0
42.26667,0,1,0,0
42.28333,0,1,0,0
42.30000,0,1,0,0
42.31667,0,1,0,0
42.33333,0,1,0,0
42.35000,0,1,0,0
42.36667,0,1,0,0
42.38333,0,1,0,0
42.40000,0,1,0,0
42.41667,0,1,0,0
42.43333,0,1,0,0
42.45000,0,1,0,0
42.46667,0,1,0,0
42.48333,0,1,0,0
42.50000,0,1,0,0
42.51667,0,1,0,0
42.53333,0,1,0,0
42.55000,0,1,0,0
42.56667,0,1,0,0
42.58333,1,1,0,1
42.60000,1,1,0,1
42.61667,1,1,0,1
42.63333,1,1,0,1
42.65000,1,1,0,1
42.66667,1,0,0,1
42.68333,1,0,0,1
42.70000,1,0,0,1
42.71667,1,0,0,1
42.73333,1,0,0,1
42.75000,0,0,0,1
42.76667,0,0,0,1
42.78333,0,0,0,1
42.80000,0,0,0,0
42.81667,0,0,0,0
42.83333,0,0,0,0
42.85000,0,0,0,0
42.86667,0,0,0,0
42.88333,1,0,0,0
42.90000,1,0,0,0
42.91667,1,0,0,0
42.93333,1,0,0,0
42.95000,1,0,0,0
42.96667,1,0,0,0
42.98333,1,0,0,0
43.00000,1,0,0,0
43.01667,1,0,0,0
43.03333,1,0,0,0
43.05000,1,0,0,0
43.06667,1,0,0,0
43.08333,1,0,0,0
43.10000,1,0,0,0
43.11667,1,0,0,0
43.13333,1,0,0,0
43.15000,1,0,0,0
43.16667,1,0,0,0
43.18333,1,0,0,0
43.20000,1,0,0,0
43.21667,1,0,1,0
43.23333,1,0,1,0
43.25000,1,0,1,0
43.26667,1,0,1,0
43.28333,1,0,1,0
43.30000,1,0,0,0
43.31667,1,0,0,0
43.33333,1,0,0,0
43.35000,1,0,0,0
43.36667,1,0,0,0
43.38333,1,0,0,0
43.40000,1,0,0,0
43.41667,1,0,0,1
43.43333,1,0,0,1
43.45000,1,0,0,1
43.46667,1,0,0,0
43.48333,1,0,0,0
43.50000,1,1,0,0
43.51667,1,1,0,0
43.53333,1,1,0,0
43.55000,0,1,0,0
43.56667,0,1,0,0
43.58333,0,1,0,0
43.60000,0,1,0,0
43.61667,0,1,0,0
43.63333,0,1,0,0
43.65000,0,1,0,0
43.66667,0,1,0,0
43.68333,0,1,0,0
43.70000,0,1,0,0
43.71667,0,1,0,0
43.73333,0,1,0,0
43.75000,0,1,0,0
43.76667,0,1,0,0
43.78333,0,1,0,0
43.80000,0,1,0,0
43.81667,0,1,0,0
43.83333,0,1,0,0
43.85000,0,1,0,0
43.86667,0,1,0,0
43.88333,0,1,1,0
43.90000,0,1,1,0
43.91667,0,1,0,0
43.93333,0,1,0,0
43.95000,0,1,0,0
43.96667,0,1,0,0
43.98333,0,1,0,0
44.00000,0,1,0,0
44.01667,0,1,0,0
44.03333,0,1,0,0
44.05000,0,1,0,1
44.06667,0,1,0,1
44.08333,0,1,0,1
44.10000,0,1,0,1
44.11667,0,1,0,1
44.13333,0,1,0,1
44.15000,0,1,0,1
44.16667,0,1,0,1
44.18333,0,1,0,1
44.20000,0,1,0,1
44.21667,0,1,0,1
44.23333,0,1,0,1
44.25000,0,1,0,1
44.26667,0,1,0,1
44.28333,0,1,0,1
44.30000,0,1,0,1
44.31667,0,1,0,1
44.33333,0,1,0,0
44.35000,0,1,0,0
44.36667,0,1,0,0
44.38333,0,1,0,0
44.40000,0,1,0,0
44.41667,0,1,0,0
44.43333,0,1,0,0
44.45000,0,1,0,0
44.46667,0,1,1,0
44.48333,0,1,1,0
44.50000,0,1,1,0
44.51667,0,1,1,0
44.53333,0,1,1,0
44.55000,1,1,1,0
44.56667,1,1,1,0
44.58333,1,1,0,0
44.60000,1,1,0,0
44.61667,1,1,0,0
44.63333,1,0,0,1
44.65000,1,0,0,1
44.66667,1,0,0,1
44.68333,1,0,0,1
44.70000,1,0,0,0
44.71667,0,0,0,0
44.73333,0,0,0,0
44.75000,0,0,0,0
44.76667,0,0,0,0
44.78333,0,0,0,0
44.80000,0,0,0,0
44.81667,0,0,0,0
44.83333,0,0,0,0
44.85000,0,0,0,0
44.86667,0,0,0,0
44.88333,0,0,0,0
44.90000,0,0,0,0
44.91667,0,0,0,0
44.93333,0,0,0,0
44.95000,0,0,0,0
44.96667,0,0,0,0
44.98333,0,0,0,0
45.00000,1,0,0,0
45.01667,1,0,0,0
45.03333,1,0,0,0
45.05000,1,0,0,0
45.06667,1,0,0,0
45.08333,1,0,0,0
45.10000,1,0,0,0
45.11667,1,0,0,0
45.13333,1,0,0,0
45.15000,1,0,0,0
45.16667,1,0,0,0
45.18333,1,0,0,0
45.20000,1,0,0,0
45.21667,1,0,0,0
45.23333,1,0,0,0
45.25000,1,0,0,0
45.26667,1,0,0,0
45.28333,1,0,0,0
45.30000,1,0,1,0
45.31667,1,0,1,0
45.33333,1,0,1,0
45.35000,1,0,1,0
45.36667,1,0,1,0
45.38333,1,0,1,0
45.40000,1,0,1,0
45.41667,1,0,0,0
45.43333,1,0,0,0
45.45000,1,0,0,0
45.46667,1,0,0,0
45.48333,1,0,0,0
45.50000,1,0,0,0
45.51667,1,0,0,0
45.53333,1,0,0,0
45.55000,1,0,0,1
45.56667,1,0,0,1
45.58333,1,0,0,1
45.60000,1,0,0,1
45.61667,1,0,0,1
45.63333,1,0,0,0
45.65000,1,0,0,0
45.66667,1,1,0,0
45.68333,1,1,0,0
45.70000,1,1,0,0
45.71667,0,1,0,0
45.73333,0,1,0,0
45.75000,0,1,0,0
45.76667,0,1,0,0
45.78333,0,1,0,0
45.80000,0,1,0,0
45.81667,0,1,0,0
45.83333,0,1,0,0
45.85000,0,1,0,0
45.86667,0,1,0,0
45.88333,0,1,0,0
45.90000,0,1,0,0
45.91667,0,1,0,0
45.93333,0,1,0,0
45.95000,0,1,0,0
45.96667,0,1,0,0
45.98333,0,1,0,0
46.00000,0,1,0,0
46.01667,0,1,0,0
46.03333,0,1,0,0
46.05000,0,1,0,0
46.06667,0,1,0,0
46.08333,0,1,0,0
46.10000,0,1,0,0
46.11667,0,1,0,0
46.13333,0,1,0,1
46.15000,0,1,0,1
46.16667,0,1,0,1
46.18333,0,1,0,1
46.20000,0,1,0,1
46.21667,0,1,0,1
46.23333,0,1,0,1
46.25000,0,1,0,1
46.26667,0,1,0,1
46.28333,0,1,0,1
46.30000,0,1,0,1
46.31667,0,1,0,1
46.33333,0,1,0,1
46.35000,0,1,0,1
46.36667,0,1,0,1
46.38333,0,1,0,1
46.40000,0,1,0,1
46.41667,0,1,0,1
46.43333,0,1,0,1
46.45000,0,1,0,1
46.46667,0,1,0,0
46.48333,0,1,0,0
46.50000,0,1,0,0
46.51667,0,0,0,0
46.53333,0,0,0,0
46.55000,0,0,0,0
46.56667,0,0,0,0
46.58333,0,0,0,0
46.60000,0,0,0,0
46.61667,0,0,0,0
46.63333,0,0,0,0
46.65000,0,0,0,0
46.66667,0,0,0,0
46.68333,0,0,0,0
46.70000,1,0,0,0
46.71667,1,0,0,0
46.73333,1,0,0,0
46.75000,1,0,0,0
46.76667,1,0,0,0
46.78333,1,0,0,0
46.80000,1,0,0,0
46.81667,1,0,0,0
46.83333,1,0,0,0
46.85000,1,0,0,0
46.86667,1,0,0,0
46.88333,1,0,1,0
46.90000,1,0,1,0
46.91667,1,0,1,0
46.93333,1,0,1,0
46.95000,1,0,1,0
46.96667,1,0,1,0
46.98333,1,0,1,0
47.00000,1,0,1,0
47.01667,1,0,1,0
47.03333,1,0,1,0
47.05000,1,0,1,0
47.06667,1,0,1,0
47.08333,1,0,1,0
47.10000,1,0,1,0
47.11667,1,0,1,0
47.13333,1,0,1,0
47.15000,1,0,1,0
47.16667,1,0,1,0
47.18333,1,0,1,0
47.20000,1,0,0,0
47.21667,1,0,0,0
47.23333,1,0,0,0
47.25000,1,0,0,0
47.26667,1,0,0,0
47.28333,1,0,0,0
47.30000,1,0,0,0
47.31667,1,0,0,0
47.33333,1,0,0,0
47.35000,1,0,0,0
47.36667,1,0,0,0
47.38333,1,0,0,0
47.40000,1,0,0,0
47.41667,0,0,0,0
47.43333,0,0,0,0
47.45000,0,0,0,0
47.46667,0,0,0,0
47.48333,0,0,0,0
47.50000,0,0,0,0
47.51667,0,0,0,0
47.53333,0,0,0,0
47.55000,0,0,0,0
47.56667,0,0,0,0
47.58333,0,0,0,0
47.60000,0,0,0,0
47.61667,0,0,0,0
47.63333,0,0,0,0
47.65000,0,0,0,0
47.66667,0,0,0,0
47.68333,0,0,0,0
47.70000,0,0,0,0
47.71667,0,0,0,0
47.73333,0,0,0,0
47.75000,0,0,0,0
47.76667,0,0,0,0
47.78333,0,0,0,0
47.80000,0,0,0,0
47.81667,0,0,0,0
47.83333,0,0,0,0
47.85000,0,0,0,0
47.86667,0,0,0,0
47.88333,0,0,0,0
47.90000,0,0,0,0
47.91667,0,0,0,0
47.93333,0,0,0,0
47.95000,0,0,0,0
47.96667,0,0,0,0
47.98333,0,0,0,0
48.00000,0,0,0,0
48.01667,0,0,0,0
48.03333,0,0,0,0
48.05000,0,0,0,0
48.06667,0,0,0,0
48.08333,0,0,0,0
48.10000,0,0,0,0
48.11667,0,0,0,0
48.13333,0,0,0,0
48.15000,0,0,0,0
48.16667,0,0,0,0
48.18333,0,0,0,0
48.20000,0,0,0,0
48.21667,0,0,0,0
48.23333,0,0,0,0
48.25000,0,0,0,0
48.26667,0,0,0,0
48.28333,0,0,0,0
48.30000,0,0,0,0
48.31667,0,0,0,0
48.33333,0,0,0,0
48.35000,0,0,0,0
48.36667,0,0,0,0
48.38333,0,0,0,0
48.40000,0,0,0,0
48.41667,0,0,0,0
48.43333,0,0,0,0
48.45000,0,0,0,0
48.46667,0,0,0,0
48.48333,0,0,0,0
48.50000,0,0,0,0
48.51667,0,0,0,0
48.53333,0,0,0,0
48.55000,0,0,0,0
48.56667,0,0,0,0
48.58333,0,0,0,0
48.60000,0,0,0,0
48.61667,0,0,0,0
48.63333,0,0,0,0
48.65000,0,0,0,0
48.66667,0,0,0,0
48.68333,0,0,0,0
48.70000,0,0,0,0
48.71667,0,0,0,0
48.73333,0,0,0,0
48.75000,0,0,0,0
48.76667,0,0,0,0
48.78333,0,0,0,0
48.80000,0,0,0,0
48.81667,0,0,0,0
48.83333,0,0,0,0
48.85000,0,0,0,0
48.86667,0,0,0,0
48.88333,0,0,0,0
48.90000,0,0,0,0
48.91667,0,0,0,0
48.93333,0,0,0,0
48.95000,0,0,0,0
48.96667,0,0,0,0
48.98333,0,0,0,0
49.00000,0,0,0,0
49.01667,0,0,0,0
49.03333,0,0,0,0
49.05000,0,0,0,0
49.06667,0,0,0,0
49.08333,0,0,0,0
49.10000,0,0,0,0
49.11667,0,0,0,0
49.13333,0,0,0,0
49.15000,0,0,0,0
49.16667,0,0,0,0
49.18333,0,0,0,0
49.20000,0,0,0,0
49.21667,0,0,0,0
49.23333,0,0,0,0
49.25000,0,0,0,0
49.26667,0,0,0,0
49.28333,0,0,0,0
49.30000,0,0,0,0
49.31667,0,0,0,0
49.33333,0,0,0,0
49.35000,0,0,0,0
49.36667,0,0,0,0
49.38333,0,0,0,0
49.40000,0,0,0,0
49.41667,0,0,0,0
49.43333,0,0,0,0
49.45000,0,0,0,0
49.46667,0,0,0,0
49.48333,0,0,0,0
49.50000,0,0,0,0
49.51667,0,0,0,0
49.53333,0,0,0,0
49.55000,0,0,0,0
49.56667,0,0,0,0
49.58333,0,0,0,0
49.60000,0,0,0,0
49.61667,0,0,0,0
49.63333,0,0,0,0
49.65000,0,0,0,0
49.66667,0,0,0,0
49.68333,0,0,0,0
49.70000,0,0,0,0
49.71667,0,0,0,0
49.73333,0,0,0,0
49.75000,0,0,0,0
49.76667,0,0,0,0
49.78333,0,0,0,0
49.80000,0,0,0,0
49.81667,0,0,0,0
49.83333,0,0,0,0
49.85000,0,0,0,0
49.86667,0,0,0,0
49.88333,0,0,0,0
49.90000,0,0,0,0
49.91667,0,0,0,0
49.93333,0,0,0,0
49.95000,0,0,0,0
49.96667,0,0,0,0
49.98333,0,0,0,0
50.00000,0,0,0,0
50.01667,0,0,0,0
50.03333,0,0,0,0
50.05000,0,0,0,0
50.06667,0,0,0,0
50.08333,0,0,0,0
50.10000,0,0,0,0
50.11667,0,0,0,0
50.13333,0,0,0,0
50.15000,0,0,0,0
50.16667,0,0,0,0
50.18333,0,0,0,0
50.20000,0,0,0,0
50.21667,0,0,0,0
50.23333,0,0,0,0
50.25000,0,0,0,0
50.26667,0,0,0,0
50.28333,0,0,0,0
50.30000,0,0,0,0
50.31667,0,0,0,0
50.33333,0,0,0,0
50.35000,0,0,0,0
50.36667,0,0,0,0
50.38333,0,0,0,0
50.40000,0,0,0,0
50.41667,0,0,0,0
50.43333,0,0,0,0
50.45000,0,0,0,0
50.46667,0,0,0,0
50.48333,0,0,0,0
50.50000,0,0,0,0
50.51667,0,0,0,0
50.53333,0,0,0,0
50.55000,0,0,0,0
50.56667,0,0,0,0
50.58333,0,0,0,0
50.60000,0,0,0,0
50.61667,0,0,0,0
50.63333,0,0,0,0
50.65000,0,0,0,0
50.66667,0,0,0,0
50.68333,0,0,0,0
50.70000,0,0,0,0
50.71667,0,0,0,0
50.73333,0,0,0,0
50.75000,0,0,0,0
50.76667,0,0,0,0
50.78333,0,0,0,0
50.80000,0,0,0,0
50.81667,0,0,0,0
50.83333,0,0,0,0
50.85000,0,0,0,0
50.86667,0,0,0,0
50.88333,0,0,0,0
50.90000,0,0,0,0
50.91667,0,0,0,0
50.93333,0,0,0,0
50.95000,0,0,0,0
50.96667,0,0,0,0
50.98333,0,0,0,0
51.00000,0,0,0,0
51.01667,0,0,0,0
51.03333,0,0,0,0
51.05000,0,0,0,0
51.06667,0,0,0,0
51.08333,0,0,0,0
51.10000,0,0,0,0
51.11667,0,0,0,0
51.13333,0,0,0,0
51.15000,0,0,0,0
51.16667,0,0,0,0
51.18333,0,0,0,0
51.20000,0,0,0,0
51.21667,0,0,0,0
51.23333,0,0,0,0
51.25000,0,0,0,0
51.26667,0,0,0,0
51.28333,0,0,0,0
51.30000,0,0,0,0
51.31667,0,0,0,0
51.33333,0,0,0,0
51.35000,0,0,0,0
51.36667,0,0,0,0
51.38333,0,0,0,0
51.40000,0,0,0,0
51.41667,0,0,0,0
51.43333,0,0,0,0
51.45000,0,0,0,0
51.46667,0,0,0,0
51.48333,0,0,0,0
51.50000,0,0,0,0
51.51667,0,0,0,0
51.53333,0,0,0,0
51.55000,0,0,0,0
51.56667,0,0,0,0
51.58333,0,0,0,0
51.60000,0,0,0,0
51.61667,0,0,0,0
51.63333,0,0,0,0
51.65000,0,0,0,0
51.66667,0,0,0,0
51.68333,0,0,0,0
51.70000,0,0,0,0
51.71667,0,0,0,0
51.73333,0,0,0,0
51.75000,0,0,0,0
51.76667,0,0,0,0
51.78333,0,0,0,0
51.80000,0,0,0,0
51.81667,0,0,0,0
51.83333,0,0,0,0
51.85000,0,0,0,0
51.86667,0,0,0,0
51.88333,0,0,0,0
51.90000,0,0,0,0
51.91667,0,0,0,0
51.93333,0,0,0,0
51.95000,0,0,0,0
51.96667,0,0,0,0
51.98333,0,0,0,0
52.00000,0,0,0,0
52.01667,0,0,0,0
52.03333,0,0,0,0
52.05000,0,0,0,0
52.06667,0,0,0,0
52.08333,0,0,0,0
52.10000,0,0,0,0
52.11667,0,0,0,0
52.13333,0,0,0,0
52.15000,0,0,0,0
52.16667,0,0,0,0
52.18333,0,0,0,0
52.20000,0,0,0,0
52.21667,0,0,0,0
52.23333,0,0,0,0
52.25000,0,0,0,0
52.26667,0,0,0,0
52.28333,0,0,0,0
52.30000,0,0,0,0
52.31667,0,0,0,0
52.33333,0,0,0,0
52.35000,0,0,0,0
52.36667,0,0,0,0
52.38333,0,0,0,0
52.40000,0,0,0,0
52.41667,0,0,0,0
52.43333,0,0,0,0
52.45000,0,0,0,0
52.46667,0,0,0,0
52.48333,0,0,0,0
52.50000,0,0,0,0
52.51667,0,0,0,0
52.53333,0,0,0,0
52.55000,0,0,0,0
52.56667,0,0,0,0
52.58333,0,0,0,0
52.60000,0,0,0,0
52.61667,0,0,0,0
52.63333,0,0,0,0
52.65000,0,0,0,0
52.66667,0,0,0,0
52.68333,0,0,0,0
52.70000,0,0,0,0
52.71667,0,0,0,0
52.73333,0,0,0,0
52.75000,0,0,0,0
52.76667,0,0,0,0
52.78333,0,0,0,0
52.80000,0,0,0,0
52.81667,0,0,0,0
52.83333,0,0,0,0
52.85000,0,0,0,0
52.86667,0,0,0,0
52.88333,0,0,0,0
52.90000,0,0,0,0
52.91667,0,0,0,0
52.93333,0,0,0,0
52.95000,0,0,0,0
52.96667,0,0,0,0
52.98333,0,0,0,0
53.00000,0,0,0,0
53.01667,0,0,0,0
53.03333,0,0,0,0
53.05000,0,0,0,0
53.06667,0,0,0,0
53.08333,0,0,0,0
53.10000,0,0,0,0
53.11667,0,0,0,0
53.13333,0,0,0,0
53.15000,0,0,0,0
53.16667,0,0,0,0
53.18333,0,0,0,0
53.20000,0,0,0,0
53.21667,0,0,0,0
53.23333,0,0,0,0
53.25000,0,0,0,0
53.26667,0,0,0,0
53.28333,0,0,0,0
53.30000,0,0,0,0
53.31667,0,0,0,0
53.33333,0,0,0,0
53.35000,0,0,0,0
53.36667,0,0,0,0
53.38333,0,0,0,0
53.40000,0,0,0,0
53.41667,0,0,0,0
53.43333,0,0,0,0
53.45000,0,0,0,0
53.46667,0,0,0,0
53.48333,0,0,0,0
53.50000,0,0,0,0
53.51667,0,0,0,0
53.53333,0,0,0,0
53.55000,0,0,0,0
53.56667,0,0,0,0
53.58333,0,0,0,0
53.60000,0,0,0,0
53.61667,0,0,0,0
53.63333,0,0,0,0
53.65000,0,0,0,0
53.66667,0,0,0,0
