t_sec,q,w,o,p
17.85000,1,0,0,0
17.86667,1,0,0,0
17.88333,1,0,0,0
17.90000,1,0,0,0
17.91667,1,0,0,0
17.93333,1,0,0,0
17.95000,1,0,0,0
17.96667,1,0,0,0
17.98333,1,0,1,0
18.00000,1,0,1,0
18.01667,1,0,1,0
18.03333,1,0,1,0
18.05000,1,0,1,0
18.06667,1,0,1,0
18.08333,1,0,1,0
18.10000,1,0,1,0
18.11667,1,0,1,0
18.13333,1,0,1,0
18.15000,1,0,1,0
18.16667,1,0,1,0
18.18333,1,0,1,0
18.20000,1,0,1,0
18.21667,1,0,1,0
18.23333,1,0,1,0
18.25000,1,0,1,0
18.26667,1,0,1,0
18.28333,1,0,0,0
18.30000,1,0,0,0
18.31667,1,0,0,0
18.33333,1,0,0,0
18.35000,1,0,0,1
18.36667,1,0,0,1
18.38333,1,0,0,1
18.40000,1,0,0,1
18.41667,1,0,0,1
18.43333,1,0,0,1
18.45000,1,0,0,1
18.46667,1,0,0,1
18.48333,1,0,0,1
18.50000,1,0,0,1
18.51667,1,0,0,1
18.53333,1,0,0,1
18.55000,0,0,0,1
18.56667,0,0,0,1
18.58333,0,0,0,1
18.60000,0,0,0,1
18.61667,0,0,0,1
18.63333,0,0,0,1
18.65000,0,1,0,1
18.66667,0,1,0,1
18.68333,0,1,0,1
18.70000,0,1,0,1
18.71667,0,1,0,1
18.73333,0,1,0,1
18.75000,0,1,0,1
18.76667,0,1,0,1
18.78333,0,1,0,1
18.80000,0,1,0,1
18.81667,0,1,0,1
18.83333,0,1,0,1
18.85000,0,1,0,0
18.86667,0,1,0,0
18.88333,0,1,0,0
18.90000,0,1,0,0
18.91667,0,1,0,0
18.93333,0,1,0,0
18.95000,0,1,0,0
18.96667,0,1,0,0
18.98333,0,1,0,0
19.00000,0,1,0,0
19.01667,0,1,0,0
19.03333,0,1,0,0
19.05000,0,1,0,1
19.06667,0,1,0,1
19.08333,0,1,0,1
19.10000,0,1,0,1
19.11667,0,1,0,1
19.13333,0,1,0,1
19.15000,0,1,0,1
19.16667,0,1,0,1
19.18333,0,1,0,1
19.20000,0,1,0,1
19.21667,0,1,0,1
19.23333,0,1,0,1
19.25000,0,1,0,1
19.26667,0,1,0,1
19.28333,0,1,0,1
19.30000,0,1,0,1
19.31667,0,1,0,1
19.33333,0,1,0,1
19.35000,0,1,0,1
19.36667,0,1,0,1
19.38333,0,1,0,0
19.40000,0,1,0,0
19.41667,0,1,0,0
19.43333,0,1,0,0
19.45000,0,1,0,0
19.46667,0,1,0,0
19.48333,0,1,0,0
19.50000,0,1,0,0
19.51667,0,1,1,0
19.53333,0,1,1,0
19.55000,0,1,1,0
19.56667,0,1,1,0
19.58333,0,1,1,0
19.60000,0,1,1,0
19.61667,1,1,1,0
19.63333,1,1,1,0
19.65000,1,1,1,0
19.66667,1,1,1,0
19.68333,1,0,1,1
19.70000,1,0,1,1
19.71667,1,0,0,1
19.73333,1,0,0,1
19.75000,0,0,0,1
19.76667,0,0,0,1
19.78333,0,0,0,0
19.80000,0,0,0,0
19.81667,0,0,0,0
19.83333,0,0,0,0
19.85000,0,0,0,0
19.86667,0,0,0,0
19.88333,0,0,0,0
19.90000,0,0,0,0
19.91667,0,0,0,0
19.93333,0,0,0,0
19.95000,1,0,0,0
19.96667,1,0,0,0
19.98333,1,0,0,0
20.00000,1,0,0,0
20.01667,1,0,0,0
20.03333,1,0,0,0
20.05000,1,0,0,0
20.06667,1,0,0,0
20.08333,1,0,1,0
20.10000,1,0,1,0
20.11667,1,0,1,0
20.13333,1,0,1,0
20.15000,1,0,1,0
20.16667,1,0,1,0
20.18333,1,0,1,0
20.20000,1,0,1,0
20.21667,1,0,1,0
20.23333,1,0,1,0
20.25000,1,0,1,0
20.26667,1,0,1,0
20.28333,1,0,1,0
20.30000,1,0,1,0
20.31667,1,0,1,0
20.33333,1,0,1,0
20.35000,1,0,1,0
20.36667,1,0,1,0
20.38333,1,0,1,0
20.40000,1,0,1,0
20.41667,1,0,0,0
20.43333,1,0,0,0
20.45000,1,0,0,0
20.46667,1,0,0,0
20.48333,1,0,0,0
20.50000,1,0,0,0
20.51667,1,0,0,1
20.53333,1,0,0,1
20.55000,1,0,0,1
20.56667,1,0,0,1
20.58333,1,1,0,0
20.60000,1,1,0,0
20.61667,1,1,0,0
20.63333,1,1,0,0
20.65000,1,1,0,0
20.66667,1,1,0,0
20.68333,0,1,0,0
20.70000,0,1,0,0
20.71667,0,1,0,0
20.73333,0,1,0,0
20.75000,0,1,0,0
20.76667,0,1,0,0
20.78333,0,1,0,0
20.80000,0,1,0,0
20.81667,0,1,0,0
20.83333,0,1,0,0
20.85000,0,1,1,0
20.86667,0,1,1,0
20.88333,0,1,1,0
20.90000,0,1,1,0
20.91667,0,1,1,0
20.93333,0,1,1,0
20.95000,0,1,0,0
20.96667,0,1,0,0
20.98333,0,1,0,0
21.00000,0,1,0,0
21.01667,0,1,0,0
21.03333,0,1,0,0
21.05000,0,1,0,1
21.06667,0,1,0,1
21.08333,0,1,0,1
21.10000,0,1,0,1
21.11667,0,1,0,1
21.13333,0,1,0,1
21.15000,0,1,0,1
21.16667,0,1,0,1
21.18333,0,1,0,1
21.20000,0,1,0,1
21.21667,0,1,0,1
21.23333,0,1,0,1
21.25000,0,1,0,1
21.26667,0,1,0,1
21.28333,0,1,0,1
21.30000,0,1,0,1
21.31667,0,1,0,1
21.33333,0,1,0,1
21.35000,0,1,0,1
21.36667,0,1,0,1
21.38333,0,1,0,1
21.40000,0,1,0,1
21.41667,0,1,0,0
21.43333,0,1,0,0
21.45000,0,1,0,0
21.46667,0,1,0,0
21.48333,0,1,0,0
21.50000,0,1,0,0
21.51667,0,1,0,0
21.53333,0,1,0,0
21.55000,0,1,1,0
21.56667,0,1,1,0
21.58333,0,1,1,0
21.60000,0,1,1,0
21.61667,1,1,1,0
21.63333,1,1,1,0
21.65000,1,1,1,0
21.66667,1,1,1,0
21.68333,1,0,0,1
21.70000,1,0,0,1
21.71667,1,0,0,1
21.73333,1,0,0,1
21.75000,0,0,0,1
21.76667,0,0,0,1
21.78333,0,0,0,0
21.80000,0,0,0,0
21.81667,0,0,0,0
21.83333,0,0,0,0
21.85000,0,0,0,0
21.86667,0,0,0,0
21.88333,0,0,0,0
21.90000,0,0,0,0
21.91667,0,0,0,0
21.93333,0,0,0,0
21.95000,0,0,0,0
21.96667,0,0,0,0
21.98333,0,0,0,0
22.00000,0,0,0,0
22.01667,0,0,0,0
22.03333,0,0,0,0
22.05000,0,0,0,0
22.06667,0,0,0,0
22.08333,1,0,0,0
22.10000,1,0,0,0
22.11667,1,0,0,0
22.13333,1,0,0,0
22.15000,1,0,0,0
22.16667,1,0,0,0
22.18333,1,0,0,0
22.20000,1,0,0,0
22.21667,1,0,0,0
22.23333,1,0,0,0
22.25000,1,0,1,0
22.26667,1,0,1,0
22.28333,1,0,1,0
22.30000,1,0,1,0
22.31667,1,0,1,0
22.33333,1,0,1,0
22.35000,1,0,1,0
22.36667,1,0,1,0
22.38333,1,0,1,0
22.40000,1,0,1,0
22.41667,1,0,1,0
22.43333,1,0,1,0
22.45000,1,0,1,0
22.46667,1,0,1,0
22.48333,1,0,1,0
22.50000,1,0,1,0
22.51667,1,0,1,0
22.53333,1,0,1,0
22.55000,1,0,1,0
22.56667,1,0,1,0
22.58333,1,0,0,0
22.60000,1,0,0,0
22.61667,1,0,0,0
22.63333,1,0,0,0
22.65000,1,0,0,1
22.66667,1,0,0,1
22.68333,1,0,0,1
22.70000,1,0,0,1
22.71667,1,0,0,1
22.73333,1,0,0,1
22.75000,0,1,0,1
22.76667,0,1,0,1
22.78333,0,1,0,0
22.80000,0,1,0,0
22.81667,0,1,0,0
22.83333,0,1,0,0
22.85000,0,1,0,0
22.86667,0,1,0,0
22.88333,0,1,0,0
22.90000,0,1,0,0
22.91667,0,1,0,0
22.93333,0,1,0,0
22.95000,0,1,0,0
22.96667,0,1,0,0
22.98333,0,1,1,0
23.00000,0,1,1,0
23.01667,0,1,1,0
23.03333,0,1,1,0
23.05000,0,1,0,0
23.06667,0,1,0,0
23.08333,0,1,0,0
23.10000,0,1,0,0
23.11667,0,1,0,0
23.13333,0,1,0,0
23.15000,0,0,0,0
23.16667,0,0,0,0
23.18333,0,0,0,0
23.20000,0,0,0,0
23.21667,0,0,0,1
23.23333,0,0,0,1
23.25000,0,1,0,1
23.26667,0,1,0,1
23.28333,0,1,0,1
23.30000,0,1,0,1
23.31667,0,1,0,1
23.33333,0,1,0,1
23.35000,0,1,0,1
23.36667,0,1,0,1
23.38333,0,1,0,1
23.40000,0,1,0,1
23.41667,0,1,0,1
23.43333,0,1,0,1
23.45000,0,1,0,1
23.46667,0,1,0,1
23.48333,0,1,0,1
23.50000,0,1,0,1
23.51667,0,1,0,1
23.53333,0,1,0,1
23.55000,0,1,0,1
23.56667,0,1,0,1
23.58333,0,1,0,0
23.60000,0,1,0,0
23.61667,0,1,0,0
23.63333,0,1,0,0
23.65000,0,1,0,0
23.66667,0,1,0,0
23.68333,0,1,0,0
23.70000,0,1,0,0
23.71667,0,1,0,0
23.73333,0,1,0,0
23.75000,0,1,1,0
23.76667,0,1,1,0
23.78333,0,1,1,0
23.80000,0,1,1,0
23.81667,0,1,1,0
23.83333,0,1,1,0
23.85000,1,1,0,0
23.86667,1,1,0,0
23.88333,1,0,0,1
23.90000,1,0,0,1
23.91667,1,0,0,1
23.93333,1,0,0,1
23.95000,1,0,0,1
23.96667,1,0,0,1
23.98333,1,0,0,0
24.00000,1,0,0,0
24.01667,1,0,0,0
24.03333,1,0,0,0
24.05000,1,0,0,0
24.06667,1,0,0,0
24.08333,1,0,0,0
24.10000,1,0,0,0
24.11667,1,0,0,0
24.13333,1,0,0,0
24.15000,1,0,0,0
24.16667,1,0,0,0
24.18333,1,0,0,0
24.20000,1,0,0,0
24.21667,1,0,1,0
24.23333,1,0,1,0
24.25000,1,0,1,0
24.26667,1,0,1,0
24.28333,1,0,1,0
24.30000,1,0,1,0
24.31667,1,0,1,0
24.33333,1,0,1,0
24.35000,1,0,1,0
24.36667,1,0,1,0
24.38333,1,0,1,0
24.40000,1,0,1,0
24.41667,1,0,1,0
24.43333,1,0,1,0
24.45000,1,0,0,0
24.46667,1,0,0,0
24.48333,1,0,0,0
24.50000,1,0,0,0
24.51667,1,0,0,1
24.53333,1,0,0,1
24.55000,1,0,0,1
24.56667,1,0,0,1
24.58333,1,0,0,0
24.60000,1,0,0,0
24.61667,1,0,0,0
24.63333,1,0,0,0
24.65000,1,0,0,0
24.66667,1,0,0,0
24.68333,1,1,0,0
24.70000,1,1,0,0
24.71667,1,1,0,0
24.73333,1,1,0,0
24.75000,0,1,0,0
24.76667,0,1,0,0
24.78333,0,1,0,0
24.80000,0,1,0,0
24.81667,0,1,0,0
24.83333,0,1,0,0
24.85000,0,1,1,0
24.86667,0,1,1,0
24.88333,0,1,1,0
24.90000,0,1,1,0
24.91667,0,1,1,0
24.93333,0,1,1,0
24.95000,0,1,1,0
24.96667,0,1,1,0
24.98333,0,1,1,0
25.00000,0,1,1,0
25.01667,0,1,1,0
25.03333,0,1,1,0
25.05000,0,1,1,0
25.06667,0,1,1,0
25.08333,0,1,1,0
25.10000,0,1,1,0
25.11667,0,1,1,0
25.13333,0,1,1,0
25.15000,0,1,1,0
25.16667,0,1,1,0
25.18333,0,1,0,0
25.20000,0,1,0,0
25.21667,0,1,0,0
25.23333,0,1,0,0
25.25000,0,1,0,0
25.26667,0,1,0,0
25.28333,0,1,0,0
25.30000,0,1,0,0
25.31667,0,1,0,0
25.33333,0,1,0,0
25.35000,0,1,0,0
25.36667,0,1,0,0
25.38333,0,1,0,0
25.40000,0,1,0,0
25.41667,0,1,0,0
25.43333,0,1,0,0
25.45000,0,1,0,0
25.46667,0,1,0,0
25.48333,0,1,0,0
25.50000,0,1,0,0
25.51667,0,1,0,0
25.53333,0,1,0,0
25.55000,0,1,0,0
25.56667,0,1,0,0
25.58333,0,1,0,0
25.60000,0,1,0,0
25.61667,1,1,0,0
25.63333,1,1,0,0
25.65000,1,1,0,0
25.66667,1,1,0,0
25.68333,1,1,0,0
25.70000,1,1,0,0
25.71667,1,1,0,1
25.73333,1,1,0,1
25.75000,1,0,0,1
25.76667,1,0,0,1
25.78333,1,0,0,1
25.80000,1,0,0,1
25.81667,1,0,0,1
25.83333,1,0,0,1
25.85000,1,0,0,1
25.86667,1,0,0,1
25.88333,1,0,0,1
25.90000,1,0,0,1
25.91667,1,0,0,1
25.93333,1,0,0,1
25.95000,1,0,0,0
25.96667,1,0,0,0
25.98333,1,0,0,0
26.00000,1,0,0,0
26.01667,1,0,0,0
26.03333,1,0,0,0
26.05000,1,0,0,0
26.06667,1,0,0,0
26.08333,1,0,0,0
26.10000,1,0,0,0
26.11667,1,0,0,0
26.13333,1,0,0,0
26.15000,1,0,0,0
26.16667,1,0,0,0
26.18333,1,0,0,0
26.20000,1,0,0,0
26.21667,1,0,0,0
26.23333,1,0,0,0
26.25000,1,0,0,0
26.26667,1,0,0,0
26.28333,1,0,0,0
26.30000,1,0,0,0
26.31667,1,0,0,0
26.33333,1,0,0,0
26.35000,1,0,0,1
26.36667,1,0,0,1
26.38333,1,0,0,1
26.40000,1,0,0,1
26.41667,1,0,0,0
26.43333,1,0,0,0
26.45000,1,0,0,0
26.46667,1,0,0,0
26.48333,1,0,0,0
26.50000,1,0,0,0
26.51667,1,0,0,0
26.53333,1,0,0,0
26.55000,1,0,0,0
26.56667,1,0,0,0
26.58333,1,0,0,0
26.60000,1,0,0,0
26.61667,1,0,0,0
26.63333,1,0,0,0
26.65000,1,0,0,0
26.66667,1,0,0,0
26.68333,0,0,1,0
26.70000,0,0,1,0
26.71667,0,0,1,0
26.73333,0,0,1,0
26.75000,0,0,1,0
26.76667,0,0,1,0
26.78333,0,1,1,0
26.80000,0,1,1,0
26.81667,0,1,1,0
26.83333,0,1,1,0
26.85000,0,1,0,0
26.86667,0,1,0,0
26.88333,0,1,0,0
26.90000,0,1,0,0
26.91667,0,0,0,0
26.93333,0,0,0,0
26.95000,0,0,0,0
26.96667,0,0,0,0
26.98333,0,0,0,0
27.00000,0,0,0,0
27.01667,0,0,0,0
27.03333,0,0,0,0
27.05000,0,1,0,0
27.06667,0,1,0,0
27.08333,0,1,0,0
27.10000,0,1,0,0
27.11667,0,1,0,0
27.13333,0,1,0,0
27.15000,0,1,0,0
27.16667,0,1,0,0
27.18333,0,1,0,1
27.20000,0,1,0,1
27.21667,0,1,0,1
27.23333,0,1,0,1
27.25000,0,1,0,1
27.26667,0,1,0,1
27.28333,0,1,0,1
27.30000,0,1,0,1
27.31667,0,1,0,1
27.33333,0,1,0,1
27.35000,0,1,0,1
27.36667,0,1,0,1
27.38333,0,1,0,1
27.40000,0,1,0,1
27.41667,0,1,0,1
27.43333,0,1,0,1
27.45000,0,1,0,0
27.46667,0,1,0,0
27.48333,0,1,0,0
27.50000,0,1,0,0
27.51667,0,1,0,0
27.53333,0,1,0,0
27.55000,0,1,0,0
27.56667,0,1,0,0
27.58333,0,1,0,0
27.60000,0,1,0,0
27.61667,0,1,1,0
27.63333,0,1,1,0
27.65000,0,1,1,0
27.66667,0,1,1,0
27.68333,0,1,1,0
27.70000,0,1,1,0
27.71667,0,1,1,0
27.73333,0,1,1,0
27.75000,1,1,0,0
27.76667,1,1,0,0
27.78333,1,1,0,0
27.80000,1,1,0,0
27.81667,1,1,0,1
27.83333,1,1,0,1
27.85000,1,0,0,1
27.86667,1,0,0,1
27.88333,1,0,0,0
27.90000,1,0,0,0
27.91667,1,0,0,0
27.93333,1,0,0,0
27.95000,1,0,0,0
27.96667,1,0,0,0
27.98333,1,0,0,0
28.00000,1,0,0,0
28.01667,1,0,0,0
28.03333,1,0,0,0
28.05000,1,0,0,0
28.06667,1,0,0,0
28.08333,1,0,0,0
28.10000,1,0,0,0
28.11667,1,0,0,0
28.13333,1,0,0,0
28.15000,1,0,0,0
28.16667,1,0,0,0
28.18333,1,0,1,0
28.20000,1,0,1,0
28.21667,1,0,1,0
28.23333,1,0,1,0
28.25000,1,0,1,0
28.26667,1,0,1,0
28.28333,1,0,1,0
28.30000,1,0,1,0
28.31667,1,0,0,0
28.33333,1,0,0,0
28.35000,1,0,0,0
28.36667,1,0,0,0
28.38333,1,0,0,0
28.40000,1,0,0,0
28.41667,1,0,0,0
28.43333,1,0,0,0
28.45000,1,0,0,1
28.46667,1,0,0,1
28.48333,1,0,0,1
28.50000,1,0,0,1
28.51667,1,0,0,0
28.53333,1,0,0,0
28.55000,1,0,0,0
28.56667,1,0,0,0
28.58333,1,0,0,0
28.60000,1,0,0,0
28.61667,1,1,0,0
28.63333,1,1,0,0
28.65000,0,1,0,0
28.66667,0,1,0,0
28.68333,0,1,0,0
28.70000,0,1,0,0
28.71667,0,1,0,0
28.73333,0,1,0,0
28.75000,0,1,0,0
28.76667,0,1,0,0
28.78333,0,1,0,0
28.80000,0,1,0,0
28.81667,0,1,1,0
28.83333,0,1,1,0
28.85000,0,1,1,0
28.86667,0,1,1,0
28.88333,0,1,1,0
28.90000,0,1,1,0
28.91667,0,1,0,0
28.93333,0,1,0,0
28.95000,0,1,0,0
28.96667,0,1,0,0
28.98333,0,1,0,1
29.00000,0,1,0,1
29.01667,0,1,0,1
29.03333,0,1,0,1
29.05000,0,1,0,1
29.06667,0,1,0,1
29.08333,0,1,0,1
29.10000,0,1,0,1
29.11667,0,1,0,1
29.13333,0,1,0,1
29.15000,0,1,0,1
29.16667,0,1,0,1
29.18333,0,1,0,1
29.20000,0,1,0,1
29.21667,0,1,0,1
29.23333,0,1,0,1
29.25000,0,1,0,1
29.26667,0,1,0,1
29.28333,0,1,0,1
29.30000,0,1,0,1
29.31667,0,1,0,1
29.33333,0,1,0,1
29.35000,0,1,0,1
29.36667,0,1,0,1
29.38333,0,1,0,0
29.40000,0,1,0,0
29.41667,0,1,0,0
29.43333,0,1,0,0
29.45000,0,1,0,0
29.46667,0,1,0,0
29.48333,0,1,1,0
29.50000,0,1,1,0
29.51667,0,1,1,0
29.53333,0,1,1,0
29.55000,0,1,1,0
29.56667,0,1,1,0
29.58333,1,1,1,0
29.60000,1,1,1,0
29.61667,1,1,1,0
29.63333,1,1,1,0
29.65000,1,0,0,1
29.66667,1,0,0,1
29.68333,1,0,0,1
29.70000,1,0,0,1
29.71667,1,0,0,1
29.73333,1,0,0,1
29.75000,0,0,0,0
29.76667,0,0,0,0
29.78333,0,0,0,0
29.80000,0,0,0,0
29.81667,0,0,0,0
29.83333,0,0,0,0
29.85000,0,0,0,0
29.86667,0,0,0,0
29.88333,0,0,0,0
29.90000,0,0,0,0
29.91667,0,0,0,0
29.93333,0,0,0,0
29.95000,1,0,0,0
29.96667,1,0,0,0
29.98333,1,0,0,0
30.00000,1,0,0,0
30.01667,1,0,0,0
30.03333,1,0,0,0
30.05000,1,0,0,0
30.06667,1,0,0,0
30.08333,1,0,0,0
30.10000,1,0,0,0
30.11667,1,0,0,0
30.13333,1,0,0,0
30.15000,1,0,0,0
30.16667,1,0,0,0
30.18333,1,0,1,0
30.20000,1,0,1,0
30.21667,1,0,1,0
30.23333,1,0,1,0
30.25000,1,0,1,0
30.26667,1,0,1,0
30.28333,1,0,1,0
30.30000,1,0,1,0
30.31667,1,0,1,0
30.33333,1,0,1,0
30.35000,1,0,0,0
30.36667,1,0,0,0
30.38333,1,0,0,0
30.40000,1,0,0,0
30.41667,1,0,0,0
30.43333,1,0,0,0
30.45000,1,0,0,0
30.46667,1,0,0,0
30.48333,1,0,0,1
30.50000,1,0,0,1
30.51667,1,0,0,1
30.53333,1,0,0,1
30.55000,1,1,0,0
30.56667,1,1,0,0
30.58333,1,1,0,0
30.60000,1,1,0,0
30.61667,1,1,0,0
30.63333,1,1,0,0
30.65000,0,1,0,0
30.66667,0,1,0,0
30.68333,0,1,0,0
30.70000,0,1,0,0
30.71667,0,1,0,0
30.73333,0,1,0,0
30.75000,0,1,0,0
30.76667,0,1,0,0
30.78333,0,1,0,0
30.80000,0,1,0,0
30.81667,0,1,0,0
30.83333,0,1,0,0
30.85000,0,1,1,0
30.86667,0,1,1,0
30.88333,0,1,1,0
30.90000,0,1,1,0
30.91667,0,1,0,0
30.93333,0,1,0,0
30.95000,0,1,0,0
30.96667,0,1,0,0
30.98333,0,1,0,1
31.00000,0,1,0,1
31.01667,0,1,0,1
31.03333,0,1,0,1
31.05000,0,1,0,1
31.06667,0,1,0,1
31.08333,0,1,0,1
31.10000,0,1,0,1
31.11667,0,1,0,1
31.13333,0,1,0,1
31.15000,0,1,0,1
31.16667,0,1,0,1
31.18333,0,1,0,1
31.20000,0,1,0,1
31.21667,0,1,0,1
31.23333,0,1,0,1
31.25000,0,1,0,1
31.26667,0,1,0,1
31.28333,0,1,0,1
31.30000,0,1,0,1
31.31667,0,1,0,1
31.33333,0,1,0,1
31.35000,0,1,0,1
31.36667,0,1,0,1
31.38333,0,1,0,1
31.40000,0,1,0,1
31.41667,0,1,0,1
31.43333,0,1,0,1
31.45000,0,1,0,1
31.46667,0,1,0,1
31.48333,0,1,0,1
31.50000,0,1,0,1
31.51667,0,1,1,1
31.53333,0,1,1,1
31.55000,0,1,1,1
31.56667,0,1,1,1
31.58333,0,1,1,0
31.60000,0,1,1,0
31.61667,0,1,1,0
31.63333,0,1,1,0
31.65000,0,1,1,0
31.66667,0,1,1,0
31.68333,0,0,1,0
31.70000,0,0,1,0
31.71667,1,0,1,0
31.73333,1,0,1,0
31.75000,1,0,1,0
31.76667,1,0,1,0
31.78333,1,0,1,1
31.80000,1,0,1,1
31.81667,1,0,0,1
31.83333,1,0,0,1
31.85000,1,0,0,1
31.86667,1,0,0,1
31.88333,1,0,0,0
31.90000,1,0,0,0
31.91667,1,0,0,0
31.93333,1,0,0,0
31.95000,1,0,0,0
31.96667,1,0,0,0
31.98333,1,0,0,0
32.00000,1,0,0,0
32.01667,1,0,0,0
32.03333,1,0,0,0
32.05000,1,0,0,0
32.06667,1,0,0,0
32.08333,1,0,0,0
32.10000,1,0,0,0
32.11667,1,0,0,0
32.13333,1,0,0,0
32.15000,1,0,1,0
32.16667,1,0,1,0
32.18333,1,0,1,0
32.20000,1,0,1,0
32.21667,1,0,1,0
32.23333,1,0,1,0
32.25000,1,0,1,0
32.26667,1,0,1,0
32.28333,1,0,1,0
32.30000,1,0,1,0
32.31667,1,0,0,0
32.33333,1,0,0,0
32.35000,1,0,0,0
32.36667,1,0,0,0
32.38333,1,0,0,0
32.40000,1,0,0,0
32.41667,1,0,0,0
32.43333,1,0,0,0
32.45000,1,0,0,1
32.46667,1,0,0,1
32.48333,1,0,0,1
32.50000,1,0,0,1
32.51667,1,0,0,0
32.53333,1,0,0,0
32.55000,1,0,0,0
32.56667,1,0,0,0
32.58333,1,1,0,0
32.60000,1,1,0,0
32.61667,1,1,0,0
32.63333,1,1,0,0
32.65000,0,1,0,0
32.66667,0,1,0,0
32.68333,0,1,0,0
32.70000,0,1,0,0
32.71667,0,1,0,0
32.73333,0,1,0,0
32.75000,0,1,0,0
32.76667,0,1,0,0
32.78333,0,1,0,0
32.80000,0,1,0,0
32.81667,0,1,0,0
32.83333,0,1,0,0
32.85000,0,1,0,0
32.86667,0,1,0,0
32.88333,0,1,0,0
32.90000,0,1,0,0
32.91667,0,1,0,0
32.93333,0,1,0,0
32.95000,0,0,0,0
32.96667,0,0,0,0
32.98333,0,0,0,0
33.00000,0,0,0,0
33.01667,0,0,0,0
33.03333,0,0,0,0
33.05000,0,1,0,0
33.06667,0,1,0,0
33.08333,0,1,0,0
33.10000,0,1,0,0
33.11667,0,1,0,0
33.13333,0,1,0,0
33.15000,0,1,0,1
33.16667,0,1,0,1
33.18333,0,1,0,1
33.20000,0,1,0,1
33.21667,0,1,0,1
33.23333,0,1,0,1
33.25000,0,1,0,1
33.26667,0,1,0,1
33.28333,0,1,0,1
33.30000,0,1,0,1
33.31667,0,1,0,1
33.33333,0,1,0,1
33.35000,0,1,0,1
33.36667,0,1,0,1
33.38333,0,1,0,1
33.40000,0,1,0,1
33.41667,0,1,0,1
33.43333,0,1,0,1
33.45000,0,1,0,1
33.46667,0,1,0,1
33.48333,0,1,0,1
33.50000,0,1,0,1
33.51667,0,1,0,0
33.53333,0,1,0,0
33.55000,0,1,0,0
33.56667,0,1,0,0
33.58333,0,1,0,0
33.60000,0,1,0,0
33.61667,0,1,0,0
33.63333,0,1,0,0
33.65000,0,1,0,0
33.66667,0,1,0,0
33.68333,0,1,1,0
33.70000,0,1,1,0
33.71667,0,1,1,0
33.73333,0,1,1,0
33.75000,0,1,1,0
33.76667,0,1,1,0
33.78333,0,1,1,0
33.80000,0,1,1,0
33.81667,0,1,1,0
33.83333,0,1,1,0
33.85000,1,1,1,0
33.86667,1,1,1,0
33.88333,1,0,1,0
33.90000,1,0,1,0
33.91667,1,0,0,1
33.93333,1,0,0,1
33.95000,1,0,0,1
33.96667,1,0,0,1
33.98333,0,0,0,1
34.00000,0,0,0,1
34.01667,0,0,0,0
34.03333,0,0,0,0
34.05000,0,0,0,0
34.06667,0,0,0,0
34.08333,0,0,0,0
34.10000,0,0,0,0
34.11667,0,0,0,0
34.13333,0,0,0,0
34.15000,0,0,0,0
34.16667,0,0,0,0
34.18333,0,0,0,0
34.20000,0,0,0,0
34.21667,1,0,0,0
34.23333,1,0,0,0
34.25000,1,0,0,0
34.26667,1,0,0,0
34.28333,1,0,0,0
34.30000,1,0,0,0
34.31667,1,0,1,0
34.33333,1,0,1,0
34.35000,1,0,1,0
34.36667,1,0,1,0
34.38333,1,0,1,0
34.40000,1,0,1,0
34.41667,1,0,1,0
34.43333,1,0,1,0
34.45000,1,0,1,0
34.46667,1,0,1,0
34.48333,1,0,1,0
34.50000,1,0,1,0
34.51667,1,0,1,0
34.53333,1,0,1,0
34.55000,1,0,1,0
34.56667,1,0,1,0
34.58333,1,0,1,0
34.60000,1,0,1,0
34.61667,1,0,1,0
34.63333,1,0,1,0
34.65000,1,0,1,0
34.66667,1,0,1,0
34.68333,1,0,1,0
34.70000,1,0,1,0
34.71667,1,0,1,0
34.73333,1,0,1,0
34.75000,1,0,0,0
34.76667,1,0,0,0
34.78333,1,0,0,0
34.80000,1,0,0,0
34.81667,1,0,0,0
34.83333,1,0,0,0
34.85000,1,0,0,0
34.86667,1,0,0,0
34.88333,1,0,0,0
34.90000,1,0,0,0
34.91667,1,0,0,0
34.93333,1,0,0,0
34.95000,1,0,0,1
34.96667,1,0,0,1
34.98333,1,0,0,1
35.00000,1,0,0,1
35.01667,1,0,0,1
35.03333,1,0,0,1
35.05000,1,0,0,1
35.06667,1,0,0,1
35.08333,1,0,0,1
35.10000,1,0,0,1
35.11667,0,0,0,1
35.13333,0,0,0,1
35.15000,0,0,0,1
35.16667,0,0,0,1
35.18333,0,0,0,1
35.20000,0,0,0,1
35.21667,0,0,0,1
35.23333,0,0,0,1
35.25000,0,0,0,1
35.26667,0,0,0,1
35.28333,0,0,0,0
35.30000,0,0,0,0
35.31667,0,1,0,0
35.33333,0,1,0,0
35.35000,0,1,1,0
35.36667,0,1,1,0
35.38333,0,1,1,0
35.40000,0,1,1,0
35.41667,0,1,1,0
35.43333,0,1,1,0
35.45000,0,1,0,0
35.46667,0,1,0,0
35.48333,0,1,0,0
35.50000,0,1,0,0
35.51667,0,1,0,0
35.53333,0,1,0,0
35.55000,0,1,0,1
35.56667,0,1,0,1
35.58333,0,1,0,1
35.60000,0,1,0,1
35.61667,0,1,0,1
35.63333,0,1,0,1
35.65000,0,1,0,1
35.66667,0,1,0,1
35.68333,0,1,0,1
35.70000,0,1,0,1
35.71667,0,1,0,1
35.73333,0,1,0,1
35.75000,0,1,0,1
